WORD,MPQA,OPENER,OL,VADER,DALX
sillimanite,0.025,0.025,0.025,0.025,
sillimanites,0.05,0.05,0.05,0.05,
silliness,-1.0,-1.0,-1.0,-1.0,-1.0
sillinesses,-0.3,-0.3,-0.3,-0.3,
silly,-1.0,-1.0,-1.0,-1.0,-1.0
simmer,-1.0,-1.0,-1.0,-1.0,-1.0
simple,1.0,1.0,1.0,1.0,
simpler,1.0,1.0,1.0,1.0,1.0
simplest,-1.0,-1.0,-1.0,-1.0,-1.0
simplicity,1.0,1.0,1.0,1.0,
simplified,1.0,1.0,1.0,1.0,
simplifies,1.0,1.0,1.0,1.0,1.0
simplify,1.0,1.0,1.0,1.0,
simplifying,1.0,1.0,1.0,1.0,1.0
simplistic,-1.0,-1.0,-1.0,-1.0,
simplistically,1.0,1.0,1.0,1.0,1.0
simply,-1.0,-1.0,-1.0,-1.0,-1.0
sin,-1.0,-1.0,-1.0,-1.0,-1.0
sincere,1.0,1.0,1.0,1.0,1.0
sincerely,1.0,1.0,1.0,1.0,1.0
sincereness,0.45,0.45,0.45,0.45,
sincerer,0.5,0.5,0.5,0.5,
sincerest,1.0,1.0,1.0,1.0,1.0
sincerities,0.375,0.375,0.375,0.375,
sincerity,1.0,1.0,1.0,1.0,
sinful,-1.0,-1.0,-1.0,-0.65,
sinfully,-1.0,-1.0,-1.0,-1.0,
singleminded,0.3,0.3,0.3,0.3,
sinister,-1.0,-1.0,-1.0,-1.0,-1.0
sinisterly,-1.0,-1.0,-1.0,-1.0,
sink,-1.0,-1.0,-1.0,-1.0,-1.0
sinking,-1.0,-1.0,-1.0,-1.0,-1.0
sins,-1.0,-1.0,-1.0,-1.0,-1.0
skeletons,-1.0,-1.0,-1.0,-1.0,
skeptic,-0.6125,-0.6125,-1.0,-0.225,
skeptical,-1.0,-1.0,-1.0,-1.0,-1.0
skeptically,-1.0,-1.0,-1.0,-1.0,-1.0
skepticism,-1.0,-1.0,-1.0,-1.0,-1.0
skepticisms,-0.3,-0.3,-0.3,-0.3,
skeptics,1.0,1.0,1.0,1.0,1.0
sketchy,-1.0,-1.0,-1.0,-1.0,-1.0
skill,1.0,1.0,1.0,1.0,1.0
skilled,1.0,1.0,1.0,1.0,1.0
skillful,1.0,1.0,1.0,1.0,1.0
skillfully,1.0,1.0,1.0,1.0,1.0
skimpy,-1.0,-1.0,-1.0,-1.0,-1.0
skinny,-1.0,-1.0,-1.0,-1.0,-1.0
skittish,-1.0,-1.0,-1.0,-1.0,
skittishly,-1.0,-1.0,-1.0,-1.0,
skulk,-1.0,-1.0,-1.0,-1.0,
skyrocketing,-1.0,-1.0,-1.0,-1.0,-1.0
slack,-1.0,-1.0,-1.0,-1.0,-1.0
slam,-1.0,-1.0,-1.0,-1.0,-1.0
slammin,1.0,1.0,1.0,1.0,1.0
slander,-1.0,-1.0,-1.0,-1.0,-1.0
slanderer,-1.0,-1.0,-1.0,-1.0,
slanderous,-1.0,-1.0,-1.0,-1.0,-1.0
slanderously,-1.0,-1.0,-1.0,-1.0,
slanders,-1.0,-1.0,-1.0,-1.0,-1.0
slap,-1.0,-1.0,-1.0,-1.0,-1.0
slash,1.0,1.0,1.0,1.0,1.0
slashed,-1.0,-1.0,-1.0,-1.0,-1.0
slashes,-1.0,-1.0,-1.0,-1.0,-1.0
slashing,-1.0,-1.0,-1.0,-1.0,-1.0
slaughter,-1.0,-1.0,-1.0,-1.0,-1.0
slaughtered,-1.0,-1.0,-1.0,-1.0,
slave,-1.0,-1.0,-1.0,-1.0,-1.0
slavery,-1.0,-1.0,-1.0,-1.0,-1.0
slaves,-1.0,-1.0,-1.0,-1.0,-1.0
slaw,0.525,0.525,0.525,0.525,
sleazy,-1.0,-1.0,-1.0,-1.0,-1.0
sleek,1.0,1.0,1.0,1.0,1.0
sleeplessness,-1.0,-1.0,-1.0,-1.0,-1.0
sleepy,-1.0,-1.0,-1.0,-1.0,-1.0
slender,1.0,1.0,1.0,1.0,
slick,1.0,1.0,1.0,1.0,
slicker,-1.0,-1.0,-1.0,-1.0,-1.0
slickest,0.075,0.075,0.075,0.075,
slight,-1.0,-1.0,-1.0,-1.0,-1.0
slightly,-1.0,-1.0,-1.0,-1.0,-1.0
slim,-1.0,-1.0,-1.0,-1.0,-1.0
slime,-1.0,-1.0,-1.0,-1.0,-1.0
slog,-1.0,-1.0,-1.0,-1.0,-1.0
slogged,-1.0,-1.0,-1.0,-1.0,
slogging,-1.0,-1.0,-1.0,-1.0,-1.0
slogs,-1.0,-1.0,-1.0,-1.0,-1.0
sloooooooooooooow,-1.0,-1.0,-1.0,-1.0,
sloooow,-1.0,-1.0,-1.0,-1.0,-1.0
slooow,-1.0,-1.0,-1.0,-1.0,-1.0
sloow,-1.0,-1.0,-1.0,-1.0,
sloppily,-1.0,-1.0,-1.0,-1.0,-1.0
sloppy,-1.0,-1.0,-1.0,-1.0,-1.0
sloth,-1.0,-1.0,-1.0,-1.0,-1.0
slothful,-1.0,-1.0,-1.0,-1.0,-1.0
slow,-1.0,-1.0,-1.0,-1.0,-1.0
slow-moving,-1.0,-1.0,-1.0,-1.0,-1.0
slowed,-1.0,-1.0,-1.0,-1.0,
slower,-1.0,-1.0,-1.0,-1.0,
slowest,-1.0,-1.0,-1.0,-1.0,-1.0
slowly,-1.0,-1.0,-1.0,-1.0,
sloww,-1.0,-1.0,-1.0,-1.0,
slowww,-1.0,-1.0,-1.0,-1.0,-1.0
slowwww,-1.0,-1.0,-1.0,-1.0,-1.0
slug,-1.0,-1.0,-1.0,-1.0,-1.0
sluggish,-1.0,-1.0,-1.0,-1.0,-1.0
slump,-1.0,-1.0,-1.0,-1.0,-1.0
slumping,-1.0,-1.0,-1.0,-1.0,-1.0
slumpping,-1.0,-1.0,-1.0,-1.0,
slur,-1.0,-1.0,-1.0,-1.0,-1.0
slut,-1.0,-1.0,-1.0,-1.0,-1.0
sluts,-1.0,-1.0,-1.0,-1.0,-1.0
sluttier,-0.675,-0.675,-0.675,-0.675,
sluttiest,-0.775,-0.775,-0.775,-0.775,
sluttish,-0.55,-0.55,-0.55,-0.55,
sluttishly,-0.525,-0.525,-0.525,-0.525,
sluttishness,-0.625,-0.625,-0.625,-0.625,
sluttishnesses,-0.5,-0.5,-0.5,-0.5,
slutty,-1.0,-1.0,-1.0,-1.0,-1.0
sly,-1.0,-1.0,-1.0,-1.0,
smack,-1.0,-1.0,-1.0,-1.0,-1.0
smallish,-1.0,-1.0,-1.0,-1.0,
smart,1.0,1.0,1.0,1.0,1.0
smartass,-1.0,-1.0,-1.0,-1.0,-1.0
smartasses,-0.425,-0.425,-0.425,-0.425,
smarted,-1.0,-1.0,-1.0,-1.0,-1.0
smarten,0.475,0.475,0.475,0.475,
smartened,0.375,0.375,0.375,0.375,
smartening,0.425,0.425,0.425,0.425,
smartens,0.375,0.375,0.375,0.375,
smarter,1.0,1.0,1.0,1.0,1.0
smartest,1.0,1.0,1.0,1.0,1.0
smartie,0.325,0.325,0.325,0.325,
smarties,0.425,0.425,0.425,0.425,
smarting,-1.0,-1.0,-1.0,-1.0,-1.0
smartly,1.0,1.0,1.0,1.0,1.0
smartness,0.5,0.5,0.5,0.5,
smartnesses,0.375,0.375,0.375,0.375,
smarts,0.4,0.4,0.4,0.4,
smartweed,0.05,0.05,0.05,0.05,
smartweeds,0.025,0.025,0.025,0.025,
smarty,0.275,0.275,0.275,0.275,
smash,-1.0,-1.0,-1.0,-1.0,
smear,-1.0,-1.0,-1.0,-1.0,-1.0
smell,-1.0,-1.0,-1.0,-1.0,-1.0
smelled,-1.0,-1.0,-1.0,-1.0,-1.0
smelling,-1.0,-1.0,-1.0,-1.0,-1.0
smells,-1.0,-1.0,-1.0,-1.0,-1.0
smelly,-1.0,-1.0,-1.0,-1.0,-1.0
smelt,-1.0,-1.0,-1.0,-1.0,-1.0
smh,-1.0,-1.0,-1.0,-1.0,-1.0
smilax,0.15,0.15,0.15,0.15,
smilaxes,0.075,0.075,0.075,0.075,
smile,1.0,1.0,1.0,1.0,1.0
smiled,-1.0,-1.0,-1.0,-1.0,-1.0
smileless,-0.35,-0.35,-0.35,-0.35,
smiler,0.425,0.425,0.425,0.425,
smiles,0.7625,0.7625,1.0,0.525,
smiley,1.0,1.0,1.0,1.0,1.0
smileys,0.375,0.375,0.375,0.375,
smiling,1.0,1.0,1.0,1.0,1.0
smilingly,1.0,1.0,1.0,0.575,
smitten,1.0,1.0,1.0,1.0,1.0
smog,-1.0,-1.0,-1.0,-1.0,-1.0
smoke,-1.0,-1.0,-1.0,-1.0,-1.0
smokescreen,-1.0,-1.0,-1.0,-1.0,-1.0
smolder,-1.0,-1.0,-1.0,-1.0,-1.0
smoldering,-1.0,-1.0,-1.0,-1.0,-1.0
smooth,1.0,1.0,1.0,1.0,1.0
smoother,1.0,1.0,1.0,1.0,1.0
smoothes,1.0,1.0,1.0,1.0,1.0
smoothest,1.0,1.0,1.0,1.0,1.0
smoothly,1.0,1.0,1.0,1.0,1.0
smother,-1.0,-1.0,-1.0,-1.0,-1.0
smothered,-1.0,-1.0,-1.0,-1.0,-1.0
smothering,-0.35,-0.35,-0.35,-0.35,
smothers,1.0,1.0,1.0,1.0,1.0
smothery,-0.275,-0.275,-0.275,-0.275,
smoulder,-1.0,-1.0,-1.0,-1.0,
smouldering,-1.0,-1.0,-1.0,-1.0,
smudge,-1.0,-1.0,-1.0,-1.0,-1.0
smudged,-1.0,-1.0,-1.0,-1.0,-1.0
smudges,-1.0,-1.0,-1.0,-1.0,-1.0
smudging,-1.0,-1.0,-1.0,-1.0,-1.0
smug,-1.0,-1.0,-1.0,-1.0,-1.0
smugger,-0.25,-0.25,-0.25,-0.25,
smuggest,-0.375,-0.375,-0.375,-0.375,
smuggle,-0.4,-0.4,-0.4,-0.4,
smuggled,-1.0,-1.0,-1.0,-1.0,-1.0
smuggler,-0.525,-0.525,-0.525,-0.525,
smugglers,-0.35,-0.35,-0.35,-0.35,
smuggles,-0.425,-0.425,-0.425,-0.425,
smuggling,-1.0,-1.0,-1.0,-1.0,-1.0
smugly,-1.0,-1.0,-1.0,-1.0,-1.0
smugness,-1.0,-1.0,-1.0,-1.0,-1.0
smugnesses,-0.425,-0.425,-0.425,-0.425,
smut,-1.0,-1.0,-1.0,-1.0,-1.0
smuttier,-1.0,-1.0,-1.0,-1.0,
smuttiest,-1.0,-1.0,-1.0,-1.0,
smutty,-1.0,-1.0,-1.0,-1.0,-1.0
snafu,-1.0,-1.0,-1.0,-1.0,-1.0
snag,1.0,1.0,1.0,1.0,1.0
snagged,1.0,1.0,1.0,1.0,1.0
snagging,-1.0,-1.0,-1.0,-1.0,
snags,-1.0,-1.0,-1.0,-1.0,-1.0
snappish,-1.0,-1.0,-1.0,-1.0,-1.0
snappishly,-1.0,-1.0,-1.0,-1.0,
snappy,-1.0,-1.0,-1.0,-1.0,-1.0
snare,-1.0,-1.0,-1.0,-1.0,
snarky,-1.0,-1.0,-1.0,-1.0,-1.0
snarl,-1.0,-1.0,-1.0,-1.0,-1.0
snatch,-1.0,-1.0,-1.0,-1.0,
snazzy,1.0,1.0,1.0,1.0,1.0
sneak,-1.0,-1.0,-1.0,-1.0,
sneakily,-1.0,-1.0,-1.0,-1.0,-1.0
sneaky,-1.0,-1.0,-1.0,-1.0,-1.0
sneer,-1.0,-1.0,-1.0,-1.0,-1.0
sneering,-1.0,-1.0,-1.0,-1.0,-1.0
sneeringly,-1.0,-1.0,-1.0,-1.0,-1.0
snob,-1.0,-1.0,-1.0,-1.0,-1.0
snobbery,-1.0,-1.0,-1.0,-1.0,-1.0
snobbier,-0.175,-0.175,-0.175,-0.175,
snobbiest,-1.0,-1.0,-1.0,-1.0,-1.0
snobbily,-0.4,-0.4,-0.4,-0.4,
snobbish,-1.0,-1.0,-1.0,-1.0,-1.0
snobbishly,-1.0,-1.0,-1.0,-1.0,-1.0
snobbishness,-1.0,-1.0,-1.0,-1.0,-1.0
snobbishnesses,-0.425,-0.425,-0.425,-0.425,
snobbism,-0.25,-0.25,-0.25,-0.25,
snobbisms,-0.075,-0.075,-0.075,-0.075,
snobby,-1.0,-1.0,-1.0,-1.0,-1.0
snobish,-1.0,-1.0,-1.0,-1.0,-1.0
snobs,-1.0,-1.0,-1.0,-1.0,-1.0
snub,-1.0,-1.0,-1.0,-1.0,-1.0
snubbed,-1.0,-1.0,-1.0,-1.0,-1.0
snubbing,-1.0,-1.0,-1.0,-1.0,-1.0
snubs,-0.525,-0.525,-0.525,-0.525,
so,1.0,1.0,1.0,1.0,1.0
so-cal,-1.0,-1.0,-1.0,-1.0,
so-called,-1.0,-1.0,-1.0,-1.0,-1.0
soapy,-1.0,-1.0,-1.0,-1.0,-1.0
sob,-1.0,-1.0,-1.0,-1.0,-1.0
sobbed,-1.0,-1.0,-1.0,-1.0,-1.0
sobbing,-1.0,-1.0,-1.0,-1.0,-1.0
sober,-1.0,-1.0,-1.0,-1.0,-1.0
sobering,-1.0,-1.0,-1.0,-1.0,-1.0
sobs,-1.0,-1.0,-1.0,-1.0,-1.0
sociabilities,0.3,0.3,0.3,0.3,
sociability,1.0,1.0,1.0,1.0,1.0
sociable,1.0,1.0,1.0,1.0,1.0
sociableness,0.375,0.375,0.375,0.375,
sociably,0.4,0.4,0.4,0.4,
soft,1.0,1.0,1.0,1.0,
soft-spoken,1.0,1.0,1.0,1.0,
soften,1.0,1.0,1.0,1.0,
softer,1.0,1.0,1.0,1.0,
sok,0.325,0.325,0.325,0.325,
solace,1.0,1.0,1.0,1.0,
solemn,-1.0,-1.0,-1.0,-1.0,-1.0
solemnified,-0.125,-0.125,-0.125,-0.125,
solemnifies,-0.125,-0.125,-0.125,-0.125,
solemnify,0.075,0.075,0.075,0.075,
solemnifying,0.025,0.025,0.025,0.025,
solemnities,0.075,0.075,0.075,0.075,
solemnity,-0.275,-0.275,-0.275,-0.275,
solemnization,0.175,0.175,0.175,0.175,
solemnize,0.075,0.075,0.075,0.075,
solemnized,-0.175,-0.175,-0.175,-0.175,
solemnizes,0.15,0.15,0.15,0.15,
solemnizing,-0.15,-0.15,-0.15,-0.15,
solemnly,0.2,0.2,0.2,0.2,
solicitous,1.0,1.0,1.0,1.0,1.0
solicitously,1.0,1.0,1.0,1.0,
solicitude,1.0,1.0,-1.0,0.3333333333333333,
solid,1.0,1.0,1.0,1.0,1.0
solidarity,-1.0,-1.0,-1.0,-1.0,-1.0
soliloquize,0.0,0.0,0.0,0.0,
solution,0.325,0.325,0.325,0.325,
solutions,0.175,0.175,0.175,0.175,
solve,0.2,0.2,0.2,0.2,
solved,1.0,1.0,1.0,1.0,1.0
solves,1.0,1.0,1.0,1.0,1.0
solving,0.35,0.35,0.35,0.35,
somber,-1.0,-1.0,-1.0,-1.0,-1.0
son-of-a-bitch,-0.675,-0.675,-0.675,-0.675,
soothe,1.0,1.0,1.0,1.0,1.0
soothed,0.125,0.125,0.125,0.125,
soothing,1.0,1.0,1.0,1.0,1.0
soothingly,1.0,1.0,1.0,1.0,1.0
sophisticated,1.0,1.0,1.0,1.0,1.0
sore,-1.0,-1.0,-1.0,-1.0,-1.0
sorely,-1.0,-1.0,-1.0,-1.0,-1.0
soreness,-1.0,-1.0,-1.0,-1.0,
sorrow,-1.0,-1.0,-1.0,-1.0,-1.0
sorrowed,-0.6,-0.6,-0.6,-0.6,
sorrower,-0.575,-0.575,-0.575,-0.575,
sorrowful,-1.0,-1.0,-1.0,-1.0,-1.0
sorrowfully,-1.0,-1.0,-1.0,-0.575,
sorrowfulness,-0.625,-0.625,-0.625,-0.625,
sorrowing,-0.425,-0.425,-0.425,-0.425,
sorrows,-1.0,-1.0,-1.0,-1.0,-1.0
sorry,-1.0,-1.0,-1.0,-1.0,-1.0
soulful,1.0,1.0,1.0,1.0,1.0
soulmate,1.0,1.0,1.0,1.0,1.0
sound,1.0,1.0,1.0,1.0,
sounding,-1.0,-1.0,-1.0,-1.0,-1.0
soundly,1.0,1.0,1.0,1.0,
soundness,1.0,1.0,1.0,1.0,
sour,-1.0,-1.0,-1.0,-1.0,-1.0
sourly,-1.0,-1.0,-1.0,-1.0,-1.0
sovereignty,0.0,0.0,0.0,0.0,
spacious,1.0,1.0,1.0,1.0,1.0
spade,-1.0,-1.0,-1.0,-1.0,-1.0
spam,-1.0,-1.0,-1.0,-1.0,-1.0
spammer,-1.0,-1.0,-1.0,-1.0,-1.0
spammers,-1.0,-1.0,-1.0,-1.0,-1.0
spamming,-1.0,-1.0,-1.0,-1.0,-1.0
spank,-1.0,-1.0,-1.0,-1.0,-1.0
spare,1.0,1.0,1.0,1.0,
sparing,1.0,1.0,1.0,1.0,
sparingly,-1.0,-1.0,-1.0,-1.0,-1.0
spark,0.225,0.225,0.225,0.225,
sparkle,1.0,1.0,1.0,1.0,1.0
sparkles,1.0,1.0,1.0,1.0,1.0
sparkling,1.0,1.0,1.0,1.0,1.0
special,1.0,1.0,1.0,1.0,1.0
specific,0.0,0.0,0.0,0.0,
specifically,0.0,0.0,0.0,0.0,
spectacular,1.0,1.0,1.0,1.0,1.0
spectacularly,1.0,1.0,1.0,1.0,
speculate,-1.0,-1.0,-1.0,-1.0,-1.0
speculation,-1.0,-1.0,-1.0,-1.0,-1.0
speculative,-1.0,-1.0,-1.0,-1.0,-1.0
speedily,1.0,1.0,1.0,1.0,1.0
speedy,1.0,1.0,1.0,1.0,1.0
spellbind,1.0,1.0,1.0,1.0,
spellbinding,1.0,1.0,1.0,1.0,1.0
spellbindingly,1.0,1.0,1.0,1.0,
spellbound,1.0,1.0,1.0,1.0,
spendy,-1.0,-1.0,-1.0,-1.0,
spew,-1.0,-1.0,-1.0,-1.0,-1.0
spewed,-1.0,-1.0,-1.0,-1.0,-1.0
spewing,-1.0,-1.0,-1.0,-1.0,-1.0
spews,-1.0,-1.0,-1.0,-1.0,-1.0
spilling,-1.0,-1.0,-1.0,-1.0,-1.0
spinster,-1.0,-1.0,-1.0,-1.0,
spirit,1.0,1.0,1.0,1.0,1.0
spirited,1.0,1.0,1.0,0.325,
spiritless,-1.0,-1.0,-1.0,-0.325,
spiritual,1.0,1.0,1.0,1.0,1.0
spite,-1.0,-1.0,-1.0,-1.0,-1.0
spited,-0.6,-0.6,-0.6,-0.6,
spiteful,-1.0,-1.0,-1.0,-1.0,-1.0
spitefully,-1.0,-1.0,-1.0,-1.0,-1.0
spitefulness,-1.0,-1.0,-1.0,-0.375,
spitefulnesses,-0.575,-0.575,-0.575,-0.575,
spites,-0.35,-0.35,-0.35,-0.35,
splatter,-1.0,-1.0,-1.0,-1.0,-1.0
splayed-finger,0.0,0.0,0.0,0.0,
splendent,0.675,0.675,0.675,0.675,
splendid,1.0,1.0,1.0,1.0,1.0
splendidly,1.0,1.0,1.0,1.0,1.0
splendidness,0.575,0.575,0.575,0.575,
splendiferous,1.0,1.0,1.0,1.0,1.0
splendiferously,0.475,0.475,0.475,0.475,
splendiferousness,0.425,0.425,0.425,0.425,
splendor,1.0,1.0,1.0,1.0,1.0
splendorous,0.55,0.55,0.55,0.55,
splendors,0.5,0.5,0.5,0.5,
splendour,0.55,0.55,0.55,0.55,
splendours,0.55,0.55,0.55,0.55,
splendrous,0.55,0.55,0.55,0.55,
split,1.0,1.0,1.0,1.0,1.0
splitting,-1.0,-1.0,-1.0,-1.0,
spoil,-1.0,-1.0,-1.0,-1.0,-1.0
spoilage,-1.0,-1.0,-1.0,-1.0,-1.0
spoilages,-1.0,-1.0,-1.0,-1.0,
spoiled,-1.0,-1.0,-1.0,-1.0,-1.0
spoilled,-1.0,-1.0,-1.0,-1.0,
spoils,-1.0,-1.0,-1.0,-1.0,-1.0
spontaneous,1.0,1.0,1.0,1.0,
spook,-1.0,-1.0,-1.0,-1.0,-1.0
spookier,-1.0,-1.0,-1.0,-1.0,
spookiest,-1.0,-1.0,-1.0,-1.0,
spookily,-1.0,-1.0,-1.0,-1.0,
spooky,-1.0,-1.0,-1.0,-1.0,-1.0
spoon-fed,-1.0,-1.0,-1.0,-1.0,
spoon-feed,-1.0,-1.0,-1.0,-1.0,
spoonfed,-1.0,-1.0,-1.0,-1.0,
sporadic,-1.0,-1.0,-1.0,-1.0,-1.0
sporty,1.0,1.0,1.0,1.0,1.0
spot,1.0,1.0,1.0,1.0,1.0
spotless,1.0,1.0,1.0,1.0,1.0
spotty,-1.0,-1.0,-1.0,-1.0,-1.0
sprightly,1.0,1.0,1.0,0.5,
spur,1.0,1.0,1.0,1.0,
spurious,-1.0,-1.0,-1.0,-1.0,-1.0
spurn,-1.0,-1.0,-1.0,-1.0,
sputter,-1.0,-1.0,-1.0,-1.0,-1.0
squabble,-1.0,-1.0,-1.0,-1.0,-1.0
squabbling,-1.0,-1.0,-1.0,-1.0,-1.0
squander,-1.0,-1.0,-1.0,-1.0,-1.0
squarely,-1.0,-1.0,-1.0,-1.0,-1.0
squash,1.0,1.0,1.0,1.0,1.0
squeak,-1.0,-1.0,-1.0,-1.0,-1.0
squeaks,-1.0,-1.0,-1.0,-1.0,-1.0
squeaky,1.0,1.0,1.0,1.0,1.0
squeal,-1.0,-1.0,-1.0,-1.0,-1.0
squealing,-1.0,-1.0,-1.0,-1.0,-1.0
squeals,-1.0,-1.0,-1.0,-1.0,-1.0
squelched,-0.25,-0.25,-0.25,-0.25,
squirm,-1.0,-1.0,-1.0,-1.0,-1.0
stab,-1.0,-1.0,-1.0,-1.0,-1.0
stabbed,-1.0,-1.0,-1.0,-1.0,-1.0
stability,1.0,1.0,1.0,1.0,1.0
stabilize,1.0,1.0,1.0,1.0,
stable,1.0,1.0,1.0,1.0,1.0
stabs,-1.0,-1.0,-1.0,-1.0,-1.0
stagger,-1.0,-1.0,-1.0,-1.0,
staggering,-1.0,-1.0,-1.0,-1.0,-1.0
staggeringly,-1.0,-1.0,-1.0,-1.0,-1.0
stagnant,-1.0,-1.0,-1.0,-1.0,-1.0
stagnate,-1.0,-1.0,-1.0,-1.0,-1.0
stagnation,-1.0,-1.0,-1.0,-1.0,
staid,-1.0,-1.0,-1.0,-1.0,-1.0
stain,-1.0,-1.0,-1.0,-1.0,-1.0
stainless,1.0,1.0,1.0,1.0,
stains,-1.0,-1.0,-1.0,-1.0,-1.0
stake,-1.0,-1.0,-1.0,-1.0,
stale,-1.0,-1.0,-1.0,-1.0,-1.0
stalemate,-1.0,-1.0,-1.0,-1.0,
stall,-1.0,-1.0,-1.0,-1.0,-1.0
stalled,-1.0,-1.0,-1.0,-1.0,-1.0
stalling,-1.0,-1.0,-1.0,-1.0,-1.0
stalls,-1.0,-1.0,-1.0,-1.0,-1.0
stamina,1.0,1.0,1.0,1.0,1.0
stammer,-1.0,-1.0,-1.0,-1.0,-1.0
stammered,-1.0,-1.0,-1.0,-1.0,-1.0
stammerer,-0.275,-0.275,-0.275,-0.275,
stammerers,-0.2,-0.2,-0.2,-0.2,
stammering,-1.0,-1.0,-1.0,-1.0,-1.0
stammers,-1.0,-1.0,-1.0,-1.0,-1.0
stampede,-1.0,-1.0,-1.0,-0.45,
stance,-1.0,-1.0,-1.0,-1.0,-1.0
stances,-1.0,-1.0,-1.0,-1.0,-1.0
stand,-1.0,-1.0,-1.0,-1.0,-1.0
standout,1.0,1.0,1.0,1.0,1.0
stands,1.0,1.0,1.0,1.0,1.0
standstill,-1.0,-1.0,-1.0,-1.0,-1.0
stank,-1.0,-1.0,-1.0,-1.0,-1.0
star,1.0,1.0,1.0,1.0,
stark,-1.0,-1.0,-1.0,-1.0,-1.0
starkly,-1.0,-1.0,-1.0,-1.0,-1.0
stars,1.0,1.0,1.0,1.0,
startle,-1.0,-1.0,-1.0,-1.0,-1.0
startled,-1.0,-1.0,-1.0,-1.0,-1.0
startlement,-0.125,-0.125,-0.125,-0.125,
startlements,0.05,0.05,0.05,0.05,
startler,-0.2,-0.2,-0.2,-0.2,
startlers,-0.125,-0.125,-0.125,-0.125,
startles,-1.0,-1.0,-1.0,-1.0,-1.0
startling,-1.0,-1.0,-1.0,-1.0,-1.0
startlingly,-1.0,-1.0,-1.0,-1.0,-1.0
starvation,-1.0,-1.0,-1.0,-1.0,-1.0
starve,-1.0,-1.0,-1.0,-1.0,-1.0
starved,-1.0,-1.0,-1.0,-1.0,-1.0
starves,-0.575,-0.575,-0.575,-0.575,
starving,-1.0,-1.0,-1.0,-1.0,-1.0
state-of-the-art,1.0,1.0,1.0,1.0,1.0
stately,1.0,1.0,1.0,1.0,1.0
statements,-1.0,-1.0,-1.0,-1.0,-1.0
static,-1.0,-1.0,-1.0,-1.0,-1.0
statuesque,1.0,1.0,1.0,1.0,
staunch,-1.0,-1.0,-1.0,-1.0,-1.0
staunchly,-1.0,-1.0,-1.0,-1.0,-1.0
staunchness,1.0,1.0,1.0,1.0,
steadfast,1.0,1.0,1.0,1.0,1.0
steadfastly,-1.0,-1.0,-1.0,-1.0,-1.0
steadfastness,1.0,1.0,1.0,1.0,
steadiest,1.0,1.0,1.0,1.0,
steadiness,1.0,1.0,1.0,1.0,
steady,1.0,1.0,1.0,1.0,1.0
steal,-1.0,-1.0,-1.0,-0.55,
stealable,-0.425,-0.425,-0.425,-0.425,
stealer,-0.425,-0.425,-0.425,-0.425,
stealers,-0.55,-0.55,-0.55,-0.55,
stealing,-1.0,-1.0,-1.0,-1.0,-1.0
stealings,-0.475,-0.475,-0.475,-0.475,
steals,-0.7875,-0.7875,-1.0,-0.575,
stealth,-0.075,-0.075,-0.075,-0.075,
stealthier,-0.075,-0.075,-0.075,-0.075,
stealthiest,0.1,0.1,0.1,0.1,
stealthily,0.025,0.025,0.025,0.025,
stealthiness,0.05,0.05,0.05,0.05,
stealths,-0.075,-0.075,-0.075,-0.075,
stealthy,-0.025,-0.025,-0.025,-0.025,
steep,-1.0,-1.0,-1.0,-1.0,-1.0
steeply,-1.0,-1.0,-1.0,-1.0,-1.0
stellar,1.0,1.0,1.0,1.0,1.0
stellarly,1.0,1.0,1.0,1.0,
stench,-1.0,-1.0,-1.0,-1.0,-1.0
stenches,-1.0,-1.0,-1.0,-1.0,-1.0
stenchful,-0.6,-0.6,-0.6,-0.6,
stenchy,-1.0,-1.0,-1.0,-1.0,-1.0
stereotype,-1.0,-1.0,-1.0,-1.0,-1.0
stereotyped,-1.0,-1.0,-1.0,-1.0,-1.0
stereotypical,-1.0,-1.0,-1.0,-1.0,-1.0
stereotypically,-1.0,-1.0,-1.0,-1.0,-1.0
stern,-1.0,-1.0,-1.0,-1.0,-1.0
stew,-1.0,-1.0,-1.0,-1.0,
sticky,-1.0,-1.0,-1.0,-1.0,-1.0
stiff,-1.0,-1.0,-1.0,-1.0,-1.0
stiffness,-1.0,-1.0,-1.0,-1.0,
stifle,-1.0,-1.0,-1.0,-1.0,-1.0
stifled,-1.0,-1.0,-1.0,-1.0,-1.0
stifling,-1.0,-1.0,-1.0,-1.0,-1.0
stiflingly,-1.0,-1.0,-1.0,-1.0,
stigma,-1.0,-1.0,-1.0,-1.0,-1.0
stigmatize,-1.0,-1.0,-1.0,-1.0,
still,0.0,0.0,0.0,0.0,
stimulate,1.0,1.0,1.0,1.0,1.0
stimulated,1.0,1.0,1.0,1.0,1.0
stimulates,1.0,1.0,1.0,1.0,1.0
stimulating,1.0,1.0,1.0,1.0,1.0
stimulative,1.0,1.0,1.0,1.0,
sting,-1.0,-1.0,-1.0,-1.0,-1.0
stinging,-1.0,-1.0,-1.0,-1.0,-1.0
stingingly,-1.0,-1.0,-1.0,-1.0,
stingy,-1.0,-1.0,-1.0,-1.0,-1.0
stink,-1.0,-1.0,-1.0,-1.0,-1.0
stinkard,-0.575,-0.575,-0.575,-0.575,
stinkards,-0.25,-0.25,-0.25,-0.25,
stinkbug,-0.05,-0.05,-0.05,-0.05,
stinkbugs,-0.25,-0.25,-0.25,-0.25,
